text,label
ห่วยแตก ว่ะ,1
แม่ง เหี้ย,1
ไอ้เหี้ย จริงๆ,1
เลิกทำตัว ไอ้ควาย ได้แล้ว,1
ดีใจที่ได้เจอ มากเลย,0
อยากจะบอกว่า ดูแลตัวเองด้วย,0
รู้สึกว่า พักผ่อนเยอะๆนะ,0
มึงนี่ ส้นตีน,1
เพื่อนบอกว่า ดีใจที่ได้เจอ,0
กำลังจะ วันนี้อากาศดี,0
โง่ ชิบหาย,1
ไอสัส ชิบหาย,1
ส้นตีน ชิบหาย,1
เวรเอ้ย จริงๆ,1
รู้สึกว่า สวัสดีครับ,0
แม่ง มึงบ้า,1
วันนี้ ไปกินข้าวกันไหม,0
แม่ง ควาย,1
คิดว่า วันนี้เรียนเป็นไงบ้าง,0
รู้สึกว่า กำลังดูหนังอยู่,0
บัดซบ มาก,1
โคตร เวรเอ้ย เลย,1
เลิกทำตัว เหี้ย ได้แล้ว,1
แม่ง ไอสัส,1
มึงนี่ ไอสัส,1
หวังว่า คิดถึงนะ,0
กำลังจะ เกมนี้สนุกมาก,0
มึงนี่ ห่วยแตก,1
แม่ง เหี้ย,1
หวังว่า ทำงานเสร็จหรือยัง,0
เลิกทำตัว มึงโง่ ได้แล้ว,1
กำลังดูหนังอยู่,0
หมาเอ้ย จริงๆ,1
โคตรห่วย ว่ะ,1
ไอ้เหี้ย ชิบหาย,1
ไอ้บ้า ว่ะ,1
แม่ง โง่,1
กำลังจะ ขอบคุณมาก,0
วันนี้ ยินดีด้วย,0
รู้สึกว่า ยินดีด้วย,0
แม่ง ไอ้เวร,1
คิดว่า กำลังดูหนังอยู่,0
ไอ้บัดซบ มาก,1
พักผ่อนเยอะๆนะ,0
เวรเอ้ย ว่ะ,1
เพื่อนบอกว่า ทำงานเสร็จหรือยัง,0
สัส ชิบหาย,1
ควาย มาก,1
บัดซบ จริงๆ,1
มึงนี่ ไอ้หมา,1
เหี้ย ว่ะ,1
ห่วยแตก ว่ะ,1
สวัสดีครับ,0
ขอบคุณมาก มากเลย,0
มึงนี่ ห่วยแตก,1
กำลังจะ วันนี้อากาศดี,0
หวังว่า วันนี้เรียนเป็นไงบ้าง,0
ห่วยแตก จริงๆ,1
มึงโง่ มาก,1
วันนี้ ดีใจที่ได้เจอ,0
หวังว่า ขอให้โชคดี,0
วันนี้ เจอกันพรุ่งนี้,0
ควาย ว่ะ,1
คิดว่า ดูแลตัวเองด้วย,0
โคตร ไอสัส เลย,1
คิดว่า ขอบคุณสำหรับความช่วยเหลือ,0
มึงนี่ โง่,1
หวังว่า ขอบคุณมาก,0
คิดว่า ขอบคุณสำหรับความช่วยเหลือ,0
ส้นตีน ชิบหาย,1
ทำไม ไอ้บัดซบ แบบนี้,1
แม่ง ไอ้เหี้ย,1
ทำไม ไอสัส แบบนี้,1
ทำไม ไอ้หมา แบบนี้,1
มึงนี่ ไอ้เวร,1
แม่ง ควาย,1
เลิกทำตัว ห่วยแตก ได้แล้ว,1
หมาเอ้ย ว่ะ,1
โคตรห่วย ชิบหาย,1
กำลังจะ พักผ่อนเยอะๆนะ,0
ไปกินข้าวกันไหม,0
วันนี้ สวัสดีครับ,0
ทำไม ไอสัส แบบนี้,1
หมาเอ้ย จริงๆ,1
เพื่อนบอกว่า ดีใจที่ได้เจอ,0
นี่มัน ไอ้หมา ชัดๆ,1
นี่มัน ไอ้เหี้ย ชัดๆ,1
คิดว่า ขอบคุณสำหรับความช่วยเหลือ,0
ขอบคุณสำหรับความช่วยเหลือ มากเลย,0
นี่มัน ไอ้ควาย ชัดๆ,1
มึงนี่ โคตรห่วย,1
ทำไม ไอ้ควาย แบบนี้,1
ทำไม ไอ้บัดซบ แบบนี้,1
แม่ง มึงโง่,1
อยากจะบอกว่า ขอให้โชคดี,0
อยากจะบอกว่า สวัสดีครับ,0
นี่มัน เวรเอ้ย ชัดๆ,1
วันนี้ ไปเที่ยวกัน,0
ไปเที่ยวกัน มากเลย,0
หวังว่า เจอกันพรุ่งนี้,0
มึงนี่ ไอ้ควาย,1
วันนี้ วันนี้อากาศดี,0
เลิกทำตัว ควาย ได้แล้ว,1
หวังว่า เกมนี้สนุกมาก,0
นี่มัน หมาเอ้ย ชัดๆ,1
เพื่อนบอกว่า เกมนี้สนุกมาก,0
กำลังจะ ไปกินข้าวกันไหม,0
อยากจะบอกว่า ไปกินข้าวกันไหม,0
มึงนี่ ไอ้หมา,1
เวรเอ้ย ว่ะ,1
ทำงานเสร็จหรือยัง,0
หมาเอ้ย ชิบหาย,1
ไอ้หมา มาก,1
ทำไม ไอ้ส้นตีน แบบนี้,1
คิดว่า เป็นกำลังใจให้,0
ไอ้เหี้ย ว่ะ,1
แม่ง ไอ้เวร,1
เพื่อนบอกว่า วันนี้เรียนเป็นไงบ้าง,0
ทำไม สัส แบบนี้,1
แม่ง เหี้ย,1
เพื่อนบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
สู้ๆนะ,0
นี่มัน มึงโง่ ชัดๆ,1
ทำไม เหี้ย แบบนี้,1
เจอกันพรุ่งนี้ นะ,0
ยินดีด้วย,0
มึงนี่ ไอ้ส้นตีน,1
ไอสัส ชิบหาย,1
ไอ้บัดซบ ว่ะ,1
ขอให้โชคดี มากเลย,0
หวังว่า คิดถึงนะ,0
แม่ง มึงบ้า,1
ห่วยแตก จริงๆ,1
มึงโง่ มาก,1
แม่ง หมาเอ้ย,1
โคตรห่วย ชิบหาย,1
ไอ้เหี้ย ว่ะ,1
กำลังดูหนังอยู่ มากเลย,0
แม่ง ไอสัส,1
นี่มัน หมาเอ้ย ชัดๆ,1
เลิกทำตัว มึงบ้า ได้แล้ว,1
คิดว่า สวัสดีครับ,0
กำลังจะ เกมนี้สนุกมาก,0
หมาเอ้ย มาก,1
ขอบคุณมาก นะ,0
ไอ้บัดซบ จริงๆ,1
ไอ้เวร จริงๆ,1
โคตร สัส เลย,1
เวรเอ้ย ชิบหาย,1
โคตร ควาย เลย,1
คิดว่า กำลังดูหนังอยู่,0
แม่ง ควาย,1
โง่ มาก,1
กินข้าวหรือยัง มากเลย,0
แม่ง ส้นตีน,1
โคตรห่วย ว่ะ,1
รู้สึกว่า สู้ๆนะ,0
เพื่อนบอกว่า ไปเที่ยวกัน,0
เหี้ย มาก,1
กำลังจะ เป็นกำลังใจให้,0
เวรเอ้ย ว่ะ,1
ควาย จริงๆ,1
คิดว่า ทำงานเสร็จหรือยัง,0
กำลังจะ ยินดีด้วย,0
แม่ง หมาเอ้ย,1
คิดว่า กินข้าวหรือยัง,0
โคตรห่วย จริงๆ,1
ทำไม ห่วยแตก แบบนี้,1
ไอสัส ว่ะ,1
กำลังจะ วันนี้อากาศดี,0
กำลังดูหนังอยู่,0
ทำไม ส้นตีน แบบนี้,1
